title,year,director,genre,synopsis,cover_url,copies_total,copies_available,rental_price,is_active,notes
COMEDY OF INNOCENCE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
COMING HOME,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
COMPLETE JEAN VIGO THE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
CONQUEST THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
CONSTANT FORGE A,,,CRITERION,,,1,1,3.00,true,Format: DVD
CONTEMPT (LES MEPRIS) - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
CONVERSATION THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
COOL HAND LUKE,,,CLASSIC,,,1,1,3.00,true,Format: DVD
COOL HAND LUKE,,,,,,1,1,3.00,true,Format: 4K-ULTRA
CORRIDORS OF BLOOD / HAUNTED STRANGLER THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
COTE D'AZUR - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
COUNTERFEITERS THE - GERMANY / FRENCH,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
COUP DE GRACE - GERMAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
COUP DE TORCHON - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
CRANES ARE FLYING THE - RUSSIAN,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
CRASH (2004),2004,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
CRASH (2004),2004,,,,,1,1,3.00,true,Format: BLU-RAY
CRAZED FRUIT - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
CRAZY - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
CRAZY HEART,,,AWARD WINNER,,,1,1,3.00,true,Format: BLU-RAY
CRAZY STRANGER THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
CREEZY(LA RACE DE SEIGNEURS) - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
CRIA CUERVOS - SPANISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
CRIES AND WHISPERS - SWEDISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
CRIMSON RIVERS THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
CRIMSON RIVERS: ANGELS OF APOCALYPSE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
CRISIS - SWEDISH,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
CRONOS - SPANISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
CROOK THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
CRUEL GUN STORY - JAPANESE,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
CRUMB,,,CRITERION,,,1,1,3.00,true,Format: DVD
CRUSADES THE,,,CLASSIC,,,1,1,3.00,true,Format: DVD
CUL-DE-SAC,,,CRITERION,,,1,1,3.00,true,Format: DVD
CURE,,,,,,1,1,3.00,true,Format: BLU-RAY
CURIOUS CASE OF BENJAMIN BUTTON THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
CYRANO DE BERGERAC - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DADDY NOSTALGIA - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DAISIES / REPORT ON THE PARTY AND GUESTS,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
DALLAS BUYERS CLUB,,,AWARD WINNER,,,1,1,3.00,true,Format: BLU-RAY
DANCER IN THE DARK,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
DANIELLA BY NIGHT - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DANS PARIS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DANTE 01 - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DANTON - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DARJEELING LIMITED THE,,,CRITERION,,,1,1,3.00,true,Format: BLU-RAY
DARKEST HOUR,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
DARLING,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
DAVID LYNCH: THE ART LIFE,,,CRITERION,,,1,1,3.00,true,Format: DVD
DAY FOR NIGHT - FRENCH,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DAY IN THE COUNTRY A - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DAY OF WRATH - DANISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DAYS OF GLORY (INDIGENES) - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DAYS OF HEAVEN,,,CRITERION,,,1,1,3.00,true,Format: DVD
DAYTIME DRINKING - KOREAN,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DAZED AND CONFUSED,,,CRITERION,,,1,1,3.00,true,Format: DVD
DC LEAGUE OF SUPER PETS,,,,,,1,1,3.00,true,Format: BLU-RAY
DEAD TIRED - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DEATH OF A CYCLIST - SPANISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DECAMERON THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
DECLINE OF THE AMERICAN EMPIRE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DEEP IN THE WOODS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DEER HUNTER THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
DELICATESSEN - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DEMONLOVER - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DESIGN FOR LIVING,,,CRITERION,,,1,1,3.00,true,Format: DVD
DESIRE - FRENCH,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DEVIL AND DANIEL WEBSTER THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
DHEEPAN - TAMIL / FRENCH,,,"AWARD WINNER, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DIABOLIQUE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DIARY OF A CHAMBERMAID,,,CRITERION,,,1,1,3.00,true,Format: DVD
DIARY OF A COUNTRY PRIEST - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DIARY OF A WIMPY KID: RODRICK RULES,,,,,,1,1,3.00,true,Format: BLU-RAY
DILLINGER IS DEAD - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DINNER GAME THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DISCREET CHARM OF THE BOURGEOISIE - FRENCH / SPANISH,,,"AWARD WINNER, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DIVA - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DIVING BELL AND THE BUTTERFLY - FRENCH,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DIVORCE ITALIAN STYLE - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DO THE RIGHT THING,,,CRITERION,,,1,1,3.00,true,Format: DVD
DODES'KA-DEN - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DON JUAN - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DON'T LOOK BACK - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DOUBLE LIFE A,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
DOUBLE LIFE OF VERONIQUE - POLISH / FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DOUBLE LOVER - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
DOUBLE SUICIDE - JAPANESE X2,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
DOUBT,,,"CRITICS' CHOICE, DRAMA",,,1,1,3.00,true,Format: DVD
DOWN BY LAW,,,CRITERION,,,1,1,3.00,true,Format: DVD
DOWNHILL RACER,,,CRITERION,,,1,1,3.00,true,Format: DVD
DR JEKYLL & MR HYDE - SILENT,,,,,,1,1,3.00,true,Format: DVD | Keywords: KENWORTHY
DR. STRANGELOVE,,,CULT CLASSICS,,,1,1,3.00,true,Format: DVD | Keywords: KUBRICK
DRIVE HE SAID / A SAFE PLACE,,,CRITERION,,,1,1,3.00,true,Format: DVD
DRIVE-IN MOVIE CLASSICS DISCS 1-4,,,CULT CLASSICS,,,1,1,3.00,true,Format: DVD
DRIVE-IN MOVIE CLASSICS DISCS 5-8,,,CULT CLASSICS,,,1,1,3.00,true,Format: DVD
DRIVE-IN MOVIE CLASSICS DISCS 9-12,,,CULT CLASSICS,,,1,1,3.00,true,Format: DVD
DUPLICITY,,,DRAMA,,,1,1,3.00,true,Format: DVD
DYING AT GRACE,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
E.T. THE EXTRA-TERRESTRIAL,,,FAMILY,,,1,1,3.00,true,Format: BLU-RAY
E.T. THE EXTRA-TERRESTRIAL,,,,,,1,1,3.00,true,Format: 4K-ULTRA
EARLY SUMMER - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
EARRINGS OF MADAME DE... - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
EAST/ WEST - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
EASY RIDER,,,CRITERION,,,1,1,3.00,true,Format: DVD
EATING RAOUL,,,CRITERION,,,1,1,3.00,true,Format: DVD
EIGHT BELOW,,,,,,1,1,3.00,true,Format: BLU-RAY
ELEMENT OF CRIME THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
ELENA AND HER MEN - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
ELEVATOR TO THE GALLOWS - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
ELF,,,FAMILY,,,1,1,3.00,true,Format: BLU-RAY | Keywords: HOLIDAY
ELLE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
ELLES - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
ELMER GANTRY,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
EMIGRANTS THE / NEW LAND THE - SWEDISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
EMPIRE OF PASSION - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
EMPIRE OF THE SUN,,,,,,1,1,3.00,true,Format: DVD
ENGLISH PATIENT THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
EQUINOX,,,CRITERION,,,1,1,3.00,true,Format: DVD
ERIN BROCKOVICH,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
EUROPA  - GERMAN / ENGLISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
EVERLASTING MOMENTS - SWEDISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
EVERY MAN FOR HIMSELF - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
EXILES - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
EXTERMINATING ANGEL THE - SPANISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
EXTRAORDINARY ADVENTURES OF ADELE BLANC-SEC - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
EYES WITHOUT A FACE,,,CRITERION,,,1,1,3.00,true,Format: BLU-RAY
F IS FOR FAKE,,,CRITERION,,,1,1,3.00,true,Format: DVD
FACE OF ANOTHER THE - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FACE/OFF,,,,,,1,1,3.00,true,Format: 4K-ULTRA
FACES,,,CRITERION,,,1,1,3.00,true,Format: DVD
FAHRENHEIT 9/11,,,"AWARD WINNER, DOCUMENTARY",,,1,1,3.00,true,Format: DVD
FALLEN IDOL,,,CRITERION,,,1,1,3.00,true,Format: DVD
FANFAN LA TULIPE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FANNY & ALEXANDER - SWEDISH,,,"AWARD WINNER, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FANNY & ALEXANDER (TELEVISION VERSION) - SWEDISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FANTASIA/FANTASIA 2000,,,FAMILY,,,1,1,3.00,true,Format: BLU-RAY
FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD,,,SCI-FI/FANTASY,,,1,1,3.00,true,Format: BLU-RAY
FANTASTIC MR. FOX,,,CRITICS' CHOICE,,,1,1,3.00,true,Format: BLU-RAY | Keywords: WES ANDERSON
FANTASTIC WOMAN A - SPANISH,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: BLU-RAY
FAR FROM MEN,,,DRAMA,,,1,1,3.00,true,Format: DVD
FAR SIDE OF THE MOON - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FAREWELL MY QUEEN - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FASSBINDER'S BRD TRILOGY: THE SUPPLEMENTS,,,CRITERION,,,1,1,3.00,true,Format: DVD
FAT GIRL - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FATHER OF MY CHILDREN THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FAUST - GERMAN,,,"CLASSIC, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FAVOURITE THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
FEARS OF THE DARK - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FIDO,,,CULT CLASSICS,,,1,1,3.00,true,Format: DVD
FIEND WITHOUT A FACE,,,CRITERION,,,1,1,3.00,true,Format: DVD
FIGHT CLUB,,,CULT CLASSICS,,,1,1,3.00,true,Format: DVD
FIGHTING ELEGY - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FIRE WITHIN THE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FIREMEN'S BALL THE - CZECH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FIRES ON THE PLAIN - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FISH TANK,,,CRITERION,,,1,1,3.00,true,Format: DVD
FISHING WITH JOHN,,,CRITERION,,,1,1,3.00,true,Format: DVD
FISTS IN THE POCKET - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FIVE EASY PIECES,,,"CRITERION, ECLIPSE",,,1,1,3.00,true,Format: DVD
FIVE EASY PIECES,,,CRITERION,,,1,1,3.00,true,
FLINTSTONES THE: SEASON 1,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
FLOWER OF EVIL THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FLOWERS OF ST. FRANCIS - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FLUNKY WORK HARD / NO BLOOD RELATION,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
FOG OF WAR THE,,,"AWARD WINNER, DOCUMENTARY",,,1,1,3.00,true,Format: DVD
FOLLOWING,,,CRITERION,,,1,1,3.00,true,Format: DVD
FOOD FOR CHANGE: THE STORY OF COOPERATION IN AMERICA,,,DOCUMENTARY,,,1,1,3.00,true,Format: DVD | Keywords: FOOD
FOR ALL MANKIND,,,CRITERION,,,1,1,3.00,true,Format: DVD
FORBIDDEN GAMES - FRENCH,,,"AWARD WINNER, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FORBIDDEN HOLLYWOOD: VOLUME 2: DIVORCEE / FREE SOUL / 3 ON A MATCH / FEMALE / NIGHT NURSE,,,CLASSIC,,,1,1,3.00,true,Format: DVD
FORCE MAJEURE - SWEDISH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FORGIVENESS OF BLOOD THE - ALBANIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FORREST GUMP,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
FOUR FEATHERS THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
FOUR LOVERS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FOX AND HIS FRIENDS - GERMAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FRANCES HA,,,CRITERION,,,1,1,3.00,true,Format: DVD
FREE SOLO,,,"AWARD WINNER, DOCUMENTARY",,,1,1,3.00,true,Format: DVD
FREE WILLY,,,,,,1,1,3.00,true,Format: BLU-RAY
FRENCH CANCAN - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
FRENCH CONNECTION THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
FRENCH GIGOLO A - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FRENCH TWIST - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FRENZY,,,CLASSIC,,,1,1,3.00,true,Format: BLU-RAY | Keywords: HITCHCOCK
FRESH BAIT - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FRIDAY NIGHT - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FRIENDS OF CHABAD,,,,,,1,1,3.00,true,Format: DVD
FRIENDS OF CHABAD,,,,,,1,1,3.00,true,Format: BLU-RAY
FRIENDS OF EDDIE COYLE,,,CRITERION,,,1,1,3.00,true,Format: DVD
FROM UP ON POPPY HILL,,,STUDIO GHIBLI,,,1,1,3.00,true,Format: DVD
FRONCOFONIA - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,
FRONTIER(S) - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
FUGITIVE KIND THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
FURIES THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
GAGARINE,,,,,,1,1,3.00,true,
GALAXY QUEST,,,COMEDY,,,1,1,3.00,true,Format: DVD
GAME THE,,,CRITERION,,,1,1,3.00,true,Format: BLU-RAY
GAMES OF LOVE & CHANCE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GANDHI,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
GARDEN OF THE FINZI-CONTINIS - ITALIAN,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GATE OF FLESH - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GAUMONT TREASURES 1 - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GAUMONT TREASURES 2 - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GAUMONT TREASURES 3 - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GENERAL IDI AMIN DADA,,,CRITERION,,,1,1,3.00,true,Format: DVD
GENERAL THE / STEAMBOAT BILL JR,,,CLASSIC,,,1,1,3.00,true,Format: DVD
GENERATION A - POLISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GENOCIDE,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
GENTLEMAN'S AGREEMENT,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
GEORGE WASHINGTON,,,CRITERION,,,1,1,3.00,true,Format: DVD
GERMANY YEAR ZERO - GERMAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GERTRUD - DANISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GIANTS THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GIGI,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
GIRL FROM GOD'S COUNTRY A,,,,,,1,1,3.00,true,Format: DVD
GIRL FROM MONACO THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GIRL FROM PARIS THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GIRL ON THE TRAIN THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GIRL WHO KNEW TOO MUCH - ITALIAN,,,"HORROR, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GIRLS CAN'T SWIM - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GLADIATOR,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
GOD IS GREAT AND I'M NOT - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GODARD MON AMOUR - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GODFATHER PART 1,,,"AWARD WINNER, CRITICS' CHOICE",,,1,1,3.00,true,Format: DVD
GODFATHER PART 2,,,"AWARD WINNER, CRITICS' CHOICE",,,1,1,3.00,true,Format: DVD
GODFATHER PART 3,,,CRITICS' CHOICE,,,1,1,3.00,true,Format: DVD
GODS AND MONSTERS,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
GODS OF THE PLAGUE - GERMAN,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GOKE BODY SNATCHER FROM HELL,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
GOLD RUSH THE,,,CRITERION,,,1,1,3.00,true,Format: BLU-RAY
GOLDEN AGE OF TELEVISION THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
GOLDEN COACH THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
GOMORRAH - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GONE WITH THE WIND,,,"AWARD WINNER, CLASSIC",,,1,1,3.00,true,Format: BLU-RAY
GOOD EARTH THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
GOOD MORNING - JAPENESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GOODBYE FIRST LOVE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GOODBYE GIRL THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
GOONIES THE,,,FAMILY,,,1,1,3.00,true,Format: DVD
GRADUATE THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
GRAND BUDAPEST HOTEL,,,CRITICS' CHOICE,,,1,1,3.00,true,Format: BLU-RAY | Keywords: WES ANDERSON
GRAND ILLUSION - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GRAND ROLE THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GRAND SONS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
GRAPES OF WRATH THE,,,"AWARD WINNER, CLASSIC",,,1,1,3.00,true,Format: DVD
GRAVE OF THE FIREFLIES,,,STUDIO GHIBLI,,,1,1,3.00,true,Format: DVD
GRAVITY,,,AWARD WINNER,,,1,1,3.00,true,Format: BLU-RAY
GRAY'S ANATOMY,,,CRITERION,,,1,1,3.00,true,Format: DVD
GREASE,,,MUSICAL,,,1,1,3.00,true,Format: DVD
GREAT BEAUTY THE - ITALIAN,,,"AWARD WINNER, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
GREAT DICTATOR THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
GREAT EXPECTATIONS,,,CRITERION,,,1,1,3.00,true,Format: DVD
GREAT WALL THE,,,ACTION,,,1,1,3.00,true,Format: DVD
GREATEST SHOW ON EARTH,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
GREEN FOR DANGER,,,CRITERION,,,1,1,3.00,true,Format: DVD
GREY GARDENS,,,CRITERION,,,1,1,3.00,true,Format: DVD
GROOM LAKE,,,,,,1,1,3.00,true,Format: DVD
GUESS WHO'S COMING TO DINNER,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
HANDS OVER THE CITY - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
HANGOVER THE,,,,,,1,1,3.00,true,Format: BLU-RAY
HAPPENSTANCE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HAPPY FEET,,,,,,1,1,3.00,true,Format: BLU-RAY
HAPPY FEET TWO,,,FAMILY,,,1,1,3.00,true,Format: BLU-RAY
HARAKIRI (1962) - JAPANESE,1962,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: BLU-RAY
HARD DAY'S NIGHT A,,,,,,1,1,3.00,true,Format: 4K-ULTRA
HARDER THEY COME THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
HARLAN COUNTY USA,,,"AWARD WINNER, CRITERION",,,1,1,3.00,true,Format: DVD
HARRY AND TONTO,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
HARRY POTTER 1: SORCEROR'S STONE,,,SCI-FI/FANTASY,,,1,1,3.00,true,Format: BLU-RAY
HARRY POTTER 2: CHAMBER OF SECRETS,,,SCI-FI/FANTASY,,,1,1,3.00,true,Format: BLU-RAY
HARRY POTTER 3: PRISONER OF AZKABAN,,,SCI-FI/FANTASY,,,1,1,3.00,true,Format: BLU-RAY
HARRY POTTER 3: PRISONER OF AZKABAN,,,,,,1,1,3.00,true,Format: DVD
HARRY POTTER 4: GOBLET OF FIRE,,,SCI-FI/FANTASY,,,1,1,3.00,true,Format: BLU-RAY
HARRY POTTER 5: ORDER OF THE PHOENIX,,,SCI-FI/FANTASY,,,1,1,3.00,true,Format: BLU-RAY
HARRY POTTER 6: HALF BLOOD PRINCE,,,SCI-FI/FANTASY,,,1,1,3.00,true,Format: BLU-RAY
HARRY POTTER 7: DEATHLY HALLOWS PART 1,,,SCI-FI/FANTASY,,,1,1,3.00,true,Format: BLU-RAY
HARRY POTTER 7: DEATHLY HALLOWS PART 2,,,SCI-FI/FANTASY,,,1,1,3.00,true,Format: BLU-RAY
HAXAN - SWEDISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
HE LOVES ME HE LOVES ME NOT - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HEAD,,,CRITERION,,,1,1,3.00,true,Format: DVD
HEARTBEAT DETECTOR - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HEARTBEATS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HEARTBREAKER - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
