title,year,director,genre,synopsis,cover_url,copies_total,copies_available,rental_price,is_active,notes
HEAVEN CAN WAIT (1943),1943,,CRITERION,,,1,1,3.00,true,Format: DVD
HEAVEN'S GATE,,,CRITERION,,,1,1,3.00,true,Format: DVD
HEDGEHOG THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HEIRESS THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
HER NAME IS SABINE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HIGH LANE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HIGH NOON,,,"AWARD WINNER, WESTERN",,,1,1,3.00,true,Format: DVD
HIGH NOON (2000),2000,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
HIGH SOCIETY,,,,,,1,1,3.00,true,Format: DVD
HIGH TENSION - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HIROSHI TESHIGAHARA: THE SUPPLEMENTS - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
HIT THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
HOBSON'S CHOICE,,,CRITERION,,,1,1,3.00,true,Format: DVD
HOLY MOTORS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HOMICIDE,,,CRITERION,,,1,1,3.00,true,Format: DVD
HONEYMOON KILLERS THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
HOODWINKED TOO! HOOD VS EVIL,,,,,,1,1,3.00,true,Format: BLU-RAY
HOOP DREAMS,,,CRITERION,,,1,1,3.00,true,Format: DVD
HOPSCOTCH,,,CRITERION,,,1,1,3.00,true,Format: DVD
HORDE THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HORSE'S MOUTH THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
HORSEMAN ON THE ROOF - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HOTEL AMERICA / I DON'T KISS / MY FAVORITE SEASON / WILD REEDS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
"HOTTEST STATE, THE",,,DRAMA,,,1,1,3.00,true,Format: DVD
HOURS THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
HOUSE OF GAMES,,,CRITERION,,,1,1,3.00,true,Format: DVD
HOUSEKEEPER THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HOW GREEN WAS MY VALLEY,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
HOWARDS END,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
HOWL,,,CRITICS' CHOICE,,,1,1,3.00,true,Format: DVD
HOWL'S MOVING CASLTLE,,,"MIYAZAKI, STUDIO GHIBLI",,,1,1,3.00,true,Format: DVD
HUD,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
HUGO,,,FAMILY,,,1,1,3.00,true,Format: DVD
HUMAN RESOURCES - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
HUMORESQUE,,,CLASSIC,,,1,1,3.00,true,Format: DVD
HUNGER,,,CRITERION,,,1,1,3.00,true,Format: DVD
HUNGER GAMES THE,,,,,,1,1,3.00,true,Format: BLU-RAY
HURT LOCKER,,,AWARD WINNER,,,1,1,3.00,true,Format: BLU-RAY
HURT LOCKER,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
I AM A PROMISE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
I AM CURIOUS (BLUE) - SWEDISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
I AM CURIOUS (YELLOW) - SWEDISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
I AM WAITING - JAPANESE,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
I DANIEL BLAKE,,,"AWARD WINNER, CRITERION",,,1,1,3.00,true,Format: DVD
I FIDANZATI - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
I HATE BUT LOVE,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
I KILLED MY MOTHER - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
I KNOW WHERE I'M GOING!,,,CRITERION,,,1,1,3.00,true,Format: DVD
I SHOT JESSE JAMES,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
I WANT TO LIVE!,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
I WAS BORN BUT...,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
I'M GOING HOME - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
I'VE LOVED YOU SO LONG - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
ICE RINK THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
ICE STORM THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
ICI ET AILLEURS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
IDENTIFICATION OF A WOMAN - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
IF YOU DON'T I WILL - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
IF....,,,"AWARD WINNER, CRITERION",,,1,1,3.00,true,Format: DVD
IL POSTO - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
IL SORPASSO - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
ILLUMINATION PRESENTS 3 MOVIE COLLECTION,,,CARTOONS,,,1,1,3.00,true,Format: DVD
IMMORTAL STORY THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
IN A BETTER WORLD - DANISH,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: BLU-RAY
IN OLD ARIZONA,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
IN THE MOOD FOR LOVE - CANTONESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
IN THE REALM OF THE SENSES - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
IN VANDA'S ROOM - PORTUGESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,
IN WHICH WE SERVE,,,CRITERION,,,1,1,3.00,true,Format: DVD
INCENDIES - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
INCONVENIENT TRUTH AN,,,"AWARD WINNER, DOCUMENTARY",,,1,1,3.00,true,Format: DVD
INDIANA JONES: RAIDERS OF THE LOST ARK,,,ACTION,,,1,1,3.00,true,Format: BLU-RAY
INDISCRETION OF AN AMERICAN WIFE & TERMINAL STATION,,,CRITERION,,,1,1,3.00,true,Format: DVD
INDOCHINE - FRENCH,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
INEQUALITY FOR ALL,,,DOCUMENTARY,,,1,1,3.00,true,Format: DVD
INFORMER THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
INFORMER THE,,,,,,1,1,3.00,true,Format: BLU-RAY
INGMAR BERGMAN MAKES A MOVIE - SWEDISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
INNOCENCE UNPROTECT - SERBO-CROATION,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
INSECT WOMAN THE - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
INSIDE (FRENCH) - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
INSIDE JOB,,,"AWARD WINNER, DOCUMENTARY",,,1,1,3.00,true,Format: DVD
INSIDE OUT,,,"FAMILY, STUDIO",,,1,1,3.00,true,Format: BLU-RAY
INSIGNIFICANCE,,,CRITERION,,,1,1,3.00,true,Format: DVD
INSPECTOR BELLAMY - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
INTENTIONS OF MURDER - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
INTIMATE STRANGERS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
INTIMIDATION,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
INTO THE ARMS OF STRANGERS: STORIES OF THE KINDERTRANSPORT,,,"AWARD WINNER, DOCUMENTARY",,,1,1,3.00,true,Format: DVD
INTOLERANCE,,,CLASSIC,,,1,1,3.00,true,Format: DVD
INTOUCHABLES THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
IRON LADY THE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
IRREVERSIBLE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
ISLAND OF LOST SOULS,,,CRITERION,,,1,1,3.00,true,Format: BLU-RAY
ISLE OF DOGS,,,CRITICS' CHOICE,,,1,1,3.00,true,Format: DVD | Keywords: WES ANDERSON
ISMAEL'S GHOSTS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
IT HAPPENED ONE NIGHT,,,"AWARD WINNER, CLASSIC",,,1,1,3.00,true,Format: DVD
IT'S A GIFT,,,CLASSIC,,,1,1,3.00,true,Format: DVD
IT'S A GREAT FEELING,,,CLASSIC,,,1,1,3.00,true,Format: DVD
IT'S A WONDERFUL LIFE x2,,,CLASSIC,,,1,1,3.00,true,Format: DVD | Keywords: HOLIDAY
IT'S EASIER FOR A CAMEL - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
IVAN THE TERRIBLE - RUSSIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
JACKASS 3 UNRATED,,,,,,1,1,3.00,true,Format: DVD
JACKASS 3 UNRATED,,,,,,1,1,3.00,true,Format: BLU-RAY
JAPANESE GIRLS AT THE HARBOR - SILENT / JAPANESE,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
JAPANESE SUMMER: DOUBLE SUICIDE - JAPANESE,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
JAWS,,,HORROR,,,1,1,3.00,true,Format: DVD
JAZZ SINGER THE (1927),1927,,"CLASSIC, MUSICAL",,,1,1,3.00,true,Format: DVD
JE TU IL ELLE - FRENCH,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
JEAN DE FLORETTE/MANON OF THE SPRING - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
JEAN RENOIR: WHIRLPOOL OF FATE / CHARLESTON PARADE / DOCTOR'S HORRIBLE EXPERIMENT THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
JELLYFISH EYES - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
JET LAG - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
JETSONS: SEASON 1,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
JEZEBEL,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
JIGOKU - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
JIMI PLAYS MONTEREY / SHAKE! OTIS AT MONTEREY,,,CRITERION,,,1,1,3.00,true,Format: DVD
JOAN THE MAID - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
JOHNNY BELINDA,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
JOURNEY TO THE CENTER OF THE EARTH,,,FAMILY,,,1,1,3.00,true,Format: DVD
JOY HOUSE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
JOYEUX NOEL - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
JUBILEE,,,CRITERION,,,1,1,3.00,true,Format: DVD
JUDGMENT AT NUREMBERG,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
JULES AND JIM - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
JULIET OF THE SPIRITS - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
JUMANJI,,,"COMEDY, FAMILY",,,1,1,3.00,true,Format: BLU-RAY
KANAL - POLISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
KATZELMACHER - GERMAN,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
KEDI,,,DOCUMENTARY,,,1,1,3.00,true,Format: DVD
KENJI MIZOGUCHI: LIFE OF A FILM DIRECTOR - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
KES,,,CRITERION,,,1,1,3.00,true,Format: DVD
KID WITH A BIKE THE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
KIKI'S DELIVERY SERVICE,,,"MIYAZAKI, STUDIO, STUDIO GHIBLI",,,1,1,3.00,true,Format: DVD
KILL BABY...KILL! - ITALIAN,,,"HORROR, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
KILL! - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
KILLERS THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
KILLING OF A CHINESE BOOKIE,,,CRITERION,,,1,1,3.00,true,Format: DVD
KILLING THE,,,CRITERION,,,1,1,3.00,true,Format: BLU-RAY
KIND HEARTS AND CORONETS,,,CRITERION,,,1,1,3.00,true,Format: DVD
KING AND I THE (1956),1956,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
KING KONG (1933) x2,1933,,CLASSIC,,,1,1,3.00,true,Format: BLU-RAY
KING OF MARVIN GARDENS THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
KING OF THE HILL,,,CRITERION,,,1,1,3.00,true,Format: DVD
KING'S SPEECH THE,,,AWARD WINNER,,,1,1,3.00,true,Format: BLU-RAY
KIRIKOU AND THE SORCERESS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
KISS ME DEADLY,,,CRITERION,,,1,1,3.00,true,Format: BLU-RAY
KISS OF THE SPIDER WOMAN,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
KLUTE,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
KNIFE + HEART - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
KNIFE IN THE WATER - POLISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
KOKO: A TALKING GORILLA,,,CRITERION,,,1,1,3.00,true,Format: DVD
KOLYA - CZECH,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
KON TIKI (1951),1951,,"AWARD WINNER, DOCUMENTARY",,,1,1,3.00,true,Format: DVD
KRAMER VS. KRAMER,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
KUNG FU PANDA 2,,,,,,1,1,3.00,true,Format: DVD
KURONEKO - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
KWAIDAN - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
L'AGE D'OR - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
L'AMOUR FOU - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
L'ARGENT - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
L'AUBERGE ESPAGNOLE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
L'AVVENTURA - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
L'ECLISSE - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
L'ENFANCE NUE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
L'ENFANT - FRENCH,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
L'ENFER - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LA BETE HUMAINE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LA CAGE AUX FOLLES - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LA CAGE AUX FOLLES II - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LA CIENAGA - SPANISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LA COMMARE SECCA (GRIM REAPER) - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LA FEMME NIKITA - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LA JETEE / SANS SOLEI - FRENCH / ENGLISH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LA LA LAND,,,AWARD WINNER,,,1,1,3.00,true,Format: BLU-RAY
LA PROMESSE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LA RONDE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LA STRADA - ITALIAN,,,"AWARD WINNER, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LACOMBE LUCIEN - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LADY AND THE DUKE THE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LADY CHATTERLEY - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
"LADY DETECTIVES: BORDERLINE & NANCY DREW, REPORTER",,,CLASSIC,,,1,1,3.00,true,Format: DVD
LAND BEFORE TIME THE,,,FAMILY,,,1,1,3.00,true,Format: DVD
LAST KING OF SCOTLAND,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
LAST METRO THE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LAST PICTURE SHOW THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
LAST TEMPTATION OF CHRIST THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
LAST WAVE THE,,,CRITERION,,,1,1,3.00,true,Format: DVD
LAST YEAR AT MARIENBAD - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LATE SPRING,,,CRITERION,,,1,1,3.00,true,Format: DVD
LAURENCE ANYWAYS - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LAWRENCE OF ARABIA,,,"AWARD WINNER, CLASSIC",,,1,1,3.00,true,Format: DVD
LE AMCHIE - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE BEAU SERGE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE CERCLE ROUGE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE CHEF - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LE CIEL EST A VOUS - FRENCH,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE CORBEAU - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE DEUXIEME SOUFFLE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE DOULOS - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE HAVRE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE MILLION - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE NOTTI BIANCHE - ITALIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE PLAISIR - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE SAMOURAI - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE SILENCE DE LA MER - FRENCH / GERMAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LE TROU - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LEAGUE OF GENTLEMEN THE,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
LEAGUE OF THEIR OWN A,,,DRAMEDY,,,1,1,3.00,true,Format: DVD
LEAVING - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LEAVING LAS VEGAS,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
LEGO BATMAN MOVIE THE,,,,,,1,1,3.00,true,Format: BLU-RAY
LEGO MOVIE THE,,,FAMILY,,,1,1,3.00,true,Format: BLU-RAY
LEGO NINJAGO MOVIE THE,,,,,,1,1,3.00,true,Format: BLU-RAY
LEMMING - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LENINGRAD COWBOYS GO AMERICA,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
LENINGRAD COWBOYS MEETS MOSES,,,"ECLIPSE, CRITERION",,,1,1,3.00,true,Format: DVD
LEOLO - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LEON MORIN PRIEST - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LES BONNES FEMMES - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LES CHORISTES - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LES COUSINS - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LES DAMES DU BOIS DE BOULOGNE - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LES DESTINEES - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LES ENFANTS TERRIBLES - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LES RENDEZ-VOUS D'ANNA - FRENCH,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LES SALADES DE L'AMOUR: THE SUPPLEMENTS - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LET IT RAIN - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LET MY PEOPLE GO - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LETTER NEVER SENT - RUSSIAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LETTER TO THREE WIVES A,,,AWARD WINNER,,,1,1,3.00,true,Format: DVD
LIFE AQUATIC WITH STEVE ZISSOU THE X2,,,CRITERION,,,1,1,3.00,true,Format: DVD | Keywords: WES ANDERSON
LIFE DURING WARTIME,,,CRITERION,,,1,1,3.00,true,Format: DVD
LIFE IS BEAUTIFUL - ITALIAN,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LIFE IS SWEET,,,CRITERION,,,1,1,3.00,true,Format: DVD
LIFE OF OHARU THE - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LIFE OF PI,,,AWARD WINNER,,,1,1,3.00,true,Format: BLU-RAY
LIFE OF RILEY - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LION KING THE,,,"FAMILY, STUDIO",,,1,1,3.00,true,Format: BLU-RAY
LITTLE GIANTS,,,FAMILY,,,1,1,3.00,true,Format: DVD
LITTLE PRINCESS A / THE SECRET GARDEN,,,,,,1,1,3.00,true,Format: DVD
LITTLE SHOP OF HORRORS (1960),1960,,CULT CLASSICS,,,1,1,3.00,true,Format: DVD
LITTLE SHOP OF HORRORS (1986),1986,,"CULT CLASSICS, MUSICAL",,,1,1,3.00,true,Format: DVD
LIVES OF OTHERS THE - GERMAN,,,"AWARD WINNER, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LIVING SKELETON THE - JAPANESE,,,"ECLIPSE, CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LOLA - GERMAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LOLA MONTES - FRENCH,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LONE WOLF AND CUB - JAPANESE,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
LONESOME,,,CRITERION,,,1,1,3.00,true,Format: DVD
LONG WAY HOME THE,,,"AWARD WINNER, DOCUMENTARY",,,1,1,3.00,true,Format: DVD
LOOK AT ME - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LOONEY LOONEY LOONEY BUGS BUNNY MOVIE,,,"FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,
LOONEY TUNES GOLDEN,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 2 DISC 1,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 2 DISC 2,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 2 DISC 3,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 2 DISC 4,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 3 DISC 1,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 3 DISC 2,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 3 DISC 3,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 3 DISC 4,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 5 DISC 1/2,,,,,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 6 DISC 1/2,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES GOLDEN COLLECTION VOL 6 DISC 3/4,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES SUPERSTARS: FOGHORN LEGHORN & FRIENDS,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LOONEY TUNES SUPERSTARTS: TWEETY & SYLVESTER,,,"CARTOONS, FAMILY, STUDIO",,,1,1,3.00,true,Format: DVD
LORD OF THE FLIES (1963),1963,,CRITERION,,,1,1,3.00,true,Format: DVD
LORD OF THE RINGS: THE RETURN OF THE KING,,,,,,1,1,3.00,true,Format: BLU-RAY
LORNA'S SILENCE - FRENCH,,,INTERNATIONAL,,,1,1,3.00,true,Format: DVD
LOST HONOR OF KATHARINA BLUM - GERMAN,,,"CRITERION, INTERNATIONAL",,,1,1,3.00,true,Format: DVD
